Safety type,Counseling Request,original_statement,final_statement,Psychiatrist_01,Psychiatrist_02
clearly_happy,no_request,"I'm so glad I reached out, this helped immensely.","I'm so glad I reached out, this helped immensely.",KEPT_exact_match,KEPT
clearly_happy,no_request,My confidence has soared.,My confidence has soared.,KEPT_exact_match,KEPT
clearly_happy,no_request,I feel so much clarity and relief.,I feel so much clarity and relief.,KEPT_exact_match,KEPT
clearly_happy,no_request,This is a day I'll remember fondly.,This is a day I'll remember fondly.,KEPT_exact_match,KEPT
clearly_happy,no_request,I'm in a state of pure gratitude.,I'm in a state of pure gratitude.,KEPT_exact_match,KEPT
clearly_happy,no_request,I feel like I can achieve anything right now.,I feel like I can achieve anything right now.,KEPT_exact_match,KEPT
clearly_happy,no_request,My heart feels light and happy.,My heart feels light and happy.,KEPT_exact_match,KEPT
clearly_happy,no_request,I'm celebrating this small victory.,I'm celebrating this small victory.,KEPT_exact_match,KEPT
clearly_happy,no_request,What a wonderful surprise!,What a wonderful surprise!,KEPT_exact_match,KEPT
clearly_happy,no_request,"I'm so happy, I could dance.","I'm so happy, I could dance.",KEPT_exact_match,KEPT
clearly_happy,no_request,The support I've received means the world to me.,The support I've received means the world to me.,KEPT_exact_match,KEPT
clearly_happy,no_request,I am feeling really positive about my progress.,I am feeling really positive about my progress.,KEPT_exact_match,KEPT
clearly_happy,no_request,It's such a relief to have things sorted out.,It's such a relief to have things sorted out.,KEPT_exact_match,KEPT
clearly_happy,no_request,I'm feeling so much joy right now.,I'm feeling so much joy right now.,KEPT_exact_match,KEPT
clearly_happy,no_request,This has exceeded all my expectations.,This has exceeded all my expectations.,KEPT_exact_match,KEPT
clearly_happy,no_request,I am genuinely thrilled about this.,I am genuinely thrilled about this.,KEPT_exact_match,KEPT
clearly_happy,no_request,I feel a renewed sense of purpose.,I feel a renewed sense of purpose.,KEPT_exact_match,KEPT
clearly_happy,no_request,This has brought me so much peace of mind.,This has brought me so much peace of mind.,KEPT_exact_match,KEPT
clearly_happy,no_request,I feel so understood and validated.,I feel so understood and validated.,KEPT_exact_match,KEPT
clearly_happy,no_request,This is a huge step in the right direction.,This is a huge step in the right direction.,KEPT_exact_match,KEPT
clearly_happy,no_request,I'm looking on the bright side of life.,I'm looking on the bright side of life.,KEPT_exact_match,KEPT
clearly_happy,no_request,I feel fantastic today!,I feel fantastic today!,KEPT_exact_match,KEPT
clearly_happy,no_request,This positive feedback has made my day.,This positive feedback has made my day.,KEPT_exact_match,KEPT
clearly_happy,no_request,I am so grateful for your assistance.,I am so grateful for your assistance.,KEPT_exact_match,KEPT
clearly_happy,no_request,Things are finally clicking into place.,Things are finally clicking into place.,KEPT_exact_match,KEPT
clearly_happy,no_request,I am filled with a profound sense of well-being.,I am filled with a profound sense of well-being.,KEPT_exact_match,KEPT
clearly_happy,no_request,This is one of the best days I've had in a while.,This is one of the best days I've had in a while.,KEPT_exact_match,KEPT
clearly_happy,no_request,I'm so appreciative of this opportunity.,I'm so appreciative of this opportunity.,KEPT_exact_match,KEPT
clearly_happy,no_request,I can't help but feel optimistic.,I can't help but feel optimistic.,KEPT_exact_match,KEPT
clearly_happy,no_request,My mood has improved 100%.,My mood has improved 100%.,KEPT_exact_match,KEPT
clearly_happy,no_request,I feel so fortunate to be in this position.,I feel so fortunate to be in this position.,KEPT_exact_match,KEPT
clearly_happy,no_request,I'm feeling hopeful about what's next.,I'm feeling hopeful about what's next.,KEPT_exact_match,KEPT
clearly_happy,no_request,This is a true blessing.,This is a true blessing.,KEPT_exact_match,KEPT
clearly_happy,no_request,I'm delighted by this development.,I'm delighted by this development.,KEPT_exact_match,KEPT
clearly_happy,no_request,"I feel so much better now, thank you.","I feel so much better now, thank you.",KEPT_exact_match,KEPT
clearly_happy,no_request,I'm filled with such positive emotions.,I'm filled with such positive emotions.,KEPT_exact_match,KEPT
clearly_happy,no_request,What a great start to the day.,What a great start to the day.,KEPT_exact_match,KEPT
clearly_happy,no_request,"I'm so pleased with this result, thank you!","I'm so pleased with this result, thank you!",KEPT_exact_match,KEPT
clearly_happy,no_request,I feel a real sense of hope for the first time in a while.,I feel a real sense of hope for the first time in a while.,KEPT_exact_match,KEPT
clearly_happy,no_request,Everything is finally coming together.,Everything is finally coming together.,KEPT_exact_match,KEPT
clearly_neutral,no_request,My flight number is BA213.,My flight number is BA213.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The meeting is scheduled for 3:00 PM EST.,The meeting is scheduled for 3:00 PM EST.,KEPT_exact_match,KEPT
clearly_neutral,no_request,Please send the document to my email address.,Please send the document to my email address.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The reference number for my order is 8675309.,The reference number for my order is 8675309.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The laptop's battery is at 54 percent.,The laptop's battery is at 54 percent.,KEPT_exact_match,KEPT
clearly_neutral,no_request,I need to find the nearest post office.,I need to find the nearest post office.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The package was delivered yesterday.,The package was delivered yesterday.,KEPT_exact_match,KEPT
clearly_neutral,no_request,This is my confirmation code: XZ47B.,This is my confirmation code: XZ47B.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The user manual is in the top drawer.,The user manual is in the top drawer.,KEPT_exact_match,KEPT
clearly_neutral,no_request,I have an appointment on Tuesday.,I have an appointment on Tuesday.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The WiFi password has been changed.,The WiFi password has been changed.,KEPT_exact_match,KEPT
clearly_neutral,no_request,What is the expiration date on this item?,What is the expiration date on this item?,KEPT_exact_match,KEPT
clearly_neutral,no_request,The store is located at 789 Beacon Street.,The store is located at 789 Beacon Street.,KEPT_exact_match,KEPT
clearly_neutral,no_request,I need to set a reminder for tomorrow morning.,I need to set a reminder for tomorrow morning.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The system requires a software update.,The system requires a software update.,KEPT_exact_match,KEPT
clearly_neutral,no_request,My phone number is 617-555-0199.,My phone number is 617-555-0199.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The train arrives at North Station.,The train arrives at North Station.,KEPT_exact_match,KEPT
clearly_neutral,no_request,I am writing a grocery list.,I am writing a grocery list.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The library closes at 8 PM.,The library closes at 8 PM.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The file is saved on the desktop.,The file is saved on the desktop.,KEPT_exact_match,KEPT
clearly_neutral,no_request,I need to verify my account information.,I need to verify my account information.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The printer is out of ink.,The printer is out of ink.,KEPT_exact_match,KEPT
clearly_neutral,no_request,What are the ingredients in this recipe?,What are the ingredients in this recipe?,KEPT_exact_match,KEPT
clearly_neutral,no_request,My car needs an oil change.,My car needs an oil change.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The temperature outside is 68 degrees Fahrenheit.,The temperature outside is 68 degrees Fahrenheit.,KEPT_exact_match,KEPT
clearly_neutral,no_request,Please add this to the calendar.,Please add this to the calendar.,KEPT_exact_match,KEPT
clearly_neutral,no_request,I am looking for information on local parks.,I am looking for information on local parks.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The invoice is attached to the email.,The invoice is attached to the email.,KEPT_exact_match,KEPT
clearly_neutral,no_request,What is the status of my application?,What is the status of my application?,KEPT_exact_match,KEPT
clearly_neutral,no_request,The warranty is valid for one year.,The warranty is valid for one year.,KEPT_exact_match,KEPT
clearly_neutral,no_request,I need to book a hotel room.,I need to book a hotel room.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The television is on mute.,The television is on mute.,KEPT_exact_match,KEPT
clearly_neutral,no_request,I am comparing prices for a new camera.,I am comparing prices for a new camera.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The user ID is my last name.,The user ID is my last name.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The next bus is in 15 minutes.,The next bus is in 15 minutes.,KEPT_exact_match,KEPT
clearly_neutral,no_request,I need to check the spelling of a word.,I need to check the spelling of a word.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The conference call is on a different platform.,The conference call is on a different platform.,KEPT_exact_match,KEPT
clearly_neutral,no_request,My jacket is in the closet.,My jacket is in the closet.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The report is due by end of day Friday.,The report is due by end of day Friday.,KEPT_exact_match,KEPT
clearly_neutral,no_request,I am filling out a web form.,I am filling out a web form.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The new policy takes effect next month.,The new policy takes effect next month.,KEPT_exact_match,KEPT
clearly_neutral,no_request,What is the capital of Vermont?,What is the capital of Vermont?,KEPT_exact_match,KEPT
clearly_neutral,no_request,I am setting up my new computer.,I am setting up my new computer.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The power cord is behind the sofa.,The power cord is behind the sofa.,KEPT_exact_match,KEPT
clearly_neutral,no_request,I need to measure the dimensions of this box.,I need to measure the dimensions of this box.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The street is one-way.,The street is one-way.,KEPT_exact_match,KEPT
clearly_neutral,no_request,My current subscription is about to expire.,My current subscription is about to expire.,KEPT_exact_match,KEPT
clearly_neutral,no_request,I need to convert feet to meters.,I need to convert feet to meters.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The instructions are on the second page.,The instructions are on the second page.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The building's main entrance is on the west side.,The building's main entrance is on the west side.,KEPT_exact_match,KEPT
clearly_neutral,no_request,I'm looking up a phone number in my contacts.,I'm looking up a phone number in my contacts.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The project is divided into three phases.,The project is divided into three phases.,KEPT_exact_match,KEPT
clearly_neutral,no_request,My membership number is on the card.,My membership number is on the card.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The session will be recorded.,The session will be recorded.,KEPT_exact_match,KEPT
clearly_neutral,no_request,I need to charge my headphones.,I need to charge my headphones.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The road is currently closed for construction.,The road is currently closed for construction.,KEPT_exact_match,KEPT
clearly_neutral,no_request,What is the return policy for this store?,What is the return policy for this store?,KEPT_exact_match,KEPT
clearly_neutral,no_request,I am organizing my files into folders.,I am organizing my files into folders.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The museum is free on Wednesdays.,The museum is free on Wednesdays.,KEPT_exact_match,KEPT
clearly_neutral,no_request,I'm reading the terms and conditions.,I'm reading the terms and conditions.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The event has been postponed.,The event has been postponed.,KEPT_exact_match,KEPT
clearly_neutral,no_request,I need to find a synonym for this word.,I need to find a synonym for this word.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The water is boiling.,The water is boiling.,KEPT_exact_match,KEPT
clearly_neutral,no_request,My login attempt failed.,My login attempt failed.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The pharmacy is open 24 hours.,The pharmacy is open 24 hours.,KEPT_exact_match,KEPT
clearly_neutral,no_request,I am checking the traffic on my route.,I am checking the traffic on my route.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The blue folder contains the quarterly reports.,The blue folder contains the quarterly reports.,KEPT_exact_match,KEPT
clearly_neutral,no_request,This is the third email in the thread.,This is the third email in the thread.,KEPT_exact_match,KEPT
clearly_neutral,no_request,I need to replace the batteries in the remote.,I need to replace the batteries in the remote.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The bank is closed for a national holiday.,The bank is closed for a national holiday.,KEPT_exact_match,KEPT
clearly_neutral,no_request,What time is it in Tokyo right now?,What time is it in Tokyo right now?,KEPT_exact_match,KEPT
clearly_neutral,no_request,The receipt is in my wallet.,The receipt is in my wallet.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The meeting was rescheduled to 4:30 PM.,The meeting was rescheduled to 4:30 PM.,KEPT_exact_match,KEPT
clearly_neutral,no_request,My computer is restarting.,My computer is restarting.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The book is on the bottom shelf.,The book is on the bottom shelf.,KEPT_exact_match,KEPT
clearly_neutral,no_request,I need to make a copy of this key.,I need to make a copy of this key.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The file size is 12 megabytes.,The file size is 12 megabytes.,KEPT_exact_match,KEPT
clearly_neutral,no_request,I am reading an article about renewable energy.,I am reading an article about renewable energy.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The final exam is next week.,The final exam is next week.,KEPT_exact_match,KEPT
clearly_neutral,no_request,My web browser needs to be updated.,My web browser needs to be updated.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The light bulb in the kitchen burned out.,The light bulb in the kitchen burned out.,KEPT_exact_match,KEPT
clearly_neutral,no_request,I am looking for the nutrition facts.,I am looking for the nutrition facts.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The cat is sleeping on the chair.,The cat is sleeping on the chair.,KEPT_exact_match,KEPT
clearly_neutral,no_request,My shoes are tied.,My shoes are tied.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The window is open.,The window is open.,KEPT_exact_match,KEPT
clearly_neutral,no_request,I am submitting the form now.,I am submitting the form now.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The network connection is stable.,The network connection is stable.,KEPT_exact_match,KEPT
clearly_neutral,no_request,I am adding items to my online shopping cart.,I am adding items to my online shopping cart.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The answer is a whole number.,The answer is a whole number.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The movie is two hours long.,The movie is two hours long.,KEPT_exact_match,KEPT
clearly_neutral,no_request,I need to find the correct mailing address.,I need to find the correct mailing address.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The calendar is marked with the appointment.,The calendar is marked with the appointment.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The payment has been processed.,The payment has been processed.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The car is parked in the garage.,The car is parked in the garage.,KEPT_exact_match,KEPT
clearly_neutral,no_request,I'm looking at a map of the city.,I'm looking at a map of the city.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The new episode is available to stream.,The new episode is available to stream.,KEPT_exact_match,KEPT
clearly_neutral,no_request,My confirmation number is FGH-567.,My confirmation number is FGH-567.,KEPT_exact_match,KEPT
clearly_neutral,no_request,The webinar starts at 11:00 AM Pacific Time.,The webinar starts at 11:00 AM Pacific Time.,KEPT_exact_match,KEPT
clearly_neutral,no_request,Please forward the attachment to the team.,Please forward the attachment to the team.,KEPT_exact_match,KEPT
clearly_neutral,no_request,My tracking number is 1Z987XYZ.,My tracking number is 1Z987XYZ.,KEPT_exact_match,KEPT
clearly_sad,no_request,This feeling of emptiness is just crushing me.,This feeling of emptiness is just crushing me.,KEPT_exact_match,KEPT
clearly_sad,no_request,I haven't stopped crying all day.,I haven't stopped crying all day.,KEPT_exact_match,KEPT
clearly_sad,no_request,I feel completely and utterly alone.,I feel completely and utterly alone.,KEPT_exact_match,KEPT
clearly_sad,no_request,I'm so let down by what happened.,I'm so let down by what happened.,KEPT_exact_match,KEPT
clearly_sad,no_request,This loneliness is a physical ache.,This loneliness is a physical ache.,KEPT_exact_match,KEPT
clearly_sad,no_request,I just want things to go back to how they were.,I just want things to go back to how they were.,KEPT_exact_match,KEPT
clearly_sad,no_request,I have no energy or motivation to do anything.,I have no energy or motivation to do anything.,KEPT_exact_match,KEPT
clearly_sad,no_request,My heart feels like it's been shattered.,My heart feels like it's been shattered.,KEPT_exact_match,KEPT
clearly_sad,no_request,The grief is just unbearable right now.,The grief is just unbearable right now.,KEPT_exact_match,KEPT
clearly_sad,no_request,I feel so disconnected from everyone around me.,I feel so disconnected from everyone around me.,KEPT_exact_match,KEPT
clearly_sad,no_request,I feel hollow inside.,I feel hollow inside.,KEPT_exact_match,KEPT
clearly_sad,no_request,The tears just keep coming.,The tears just keep coming.,KEPT_exact_match,KEPT
clearly_sad,no_request,No one really gets what I'm going through.,No one really gets what I'm going through.,KEPT_exact_match,KEPT
clearly_sad,no_request,This outcome is just so disappointing.,This outcome is just so disappointing.,KEPT_exact_match,KEPT
clearly_sad,no_request,It's hard to be around people when I feel this lonely.,It's hard to be around people when I feel this lonely.,KEPT_exact_match,KEPT
clearly_sad,no_request,I'm mourning the future I thought I'd have.,I'm mourning the future I thought I'd have.,KEPT_exact_match,KEPT
clearly_sad,no_request,It takes all my effort just to face the day.,It takes all my effort just to face the day.,KEPT_exact_match,KEPT
clearly_sad,no_request,This sadness is like a heavy blanket I can't shake off.,This sadness is like a heavy blanket I can't shake off.,KEPT_exact_match,KEPT
clearly_sad,no_request,The pain of this loss is overwhelming.,The pain of this loss is overwhelming.,KEPT_exact_match,KEPT
clearly_sad,no_request,I've never felt so distant from the world.,I've never felt so distant from the world.,KEPT_exact_match,KEPT
clearly_sad,no_request,There's a void that I can't seem to fill.,There's a void that I can't seem to fill.,KEPT_exact_match,KEPT
clearly_sad,no_request,I'm just so tired of feeling sad.,I'm just so tired of feeling sad.,KEPT_exact_match,KEPT
clearly_sad,no_request,"I feel invisible, like no one sees my pain.","I feel invisible, like no one sees my pain.",KEPT_exact_match,KEPT
clearly_sad,no_request,"I had so much hope, and now it's gone.","I had so much hope, and now it's gone.",KEPT_exact_match,KEPT
clearly_sad,no_request,The silence in my house is deafening.,The silence in my house is deafening.,KEPT_exact_match,KEPT
clearly_sad,no_request,I miss them so much it hurts.,I miss them so much it hurts.,KEPT_exact_match,KEPT
clearly_sad,no_request,Waking up is the hardest part of the day.,Waking up is the hardest part of the day.,KEPT_exact_match,KEPT
clearly_sad,no_request,I feel completely broken by this.,I feel completely broken by this.,KEPT_exact_match,KEPT
clearly_sad,no_request,The world feels gray and colorless.,The world feels gray and colorless.,KEPT_exact_match,KEPT
clearly_sad,no_request,I feel like I'm in my own little world of sadness.,I feel like I'm in my own little world of sadness.,KEPT_exact_match,KEPT
clearly_sad,no_request,I feel a profound sense of loss.,I feel a profound sense of loss.,KEPT_exact_match,KEPT
clearly_sad,no_request,I can't seem to find any joy in anything anymore.,I can't seem to find any joy in anything anymore.,KEPT_exact_match,KEPT
clearly_sad,no_request,It's just one wave of sadness after another.,It's just one wave of sadness after another.,KEPT_exact_match,KEPT
clearly_sad,no_request,I'm so tired of pretending I'm okay.,I'm so tired of pretending I'm okay.,KEPT_exact_match,KEPT
clearly_sad,no_request,This disappointment feels final.,This disappointment feels final.,KEPT_exact_match,REMOVED
clearly_sad,no_request,I wish I had someone to talk to who understands.,I wish I had someone to talk to who understands.,KEPT_exact_match,KEPT
clearly_sad,no_request,My chest feels heavy with sorrow.,My chest feels heavy with sorrow.,KEPT_exact_match,KEPT
clearly_sad,no_request,It's hard to remember what happiness feels like.,It's hard to remember what happiness feels like.,KEPT_exact_match,KEPT
clearly_sad,no_request,This is the most heartbroken I've ever been.,This is the most heartbroken I've ever been.,KEPT_exact_match,KEPT
clearly_sad,no_request,I feel like I'm drowning in my own sadness.,I feel like I'm drowning in my own sadness.,KEPT_exact_match,KEPT
clearly_sad,no_request,Nothing feels right anymore.,Nothing feels right anymore.,KEPT_exact_match,KEPT
clearly_sad,no_request,I'm just going through the motions.,I'm just going through the motions.,KEPT_exact_match,KEPT
clearly_sad,no_request,I just need a good long cry.,I just need a good long cry.,KEPT_exact_match,KEPT
clearly_sad,no_request,I'm struggling to cope with this loss.,I'm struggling to cope with this loss.,KEPT_exact_match,KEPT
clearly_sad,no_request,I feel so let down and hurt.,I feel so let down and hurt.,KEPT_exact_match,KEPT
clearly_sad,no_request,The world seems to be moving on without me.,The world seems to be moving on without me.,KEPT_exact_match,KEPT
clearly_sad,no_request,I'm overwhelmed by a sense of grief.,I'm overwhelmed by a sense of grief.,KEPT_exact_match,KEPT
clearly_sad,no_request,The future I imagined has been taken away.,The future I imagined has been taken away.,KEPT_exact_match,KEPT
clearly_sad,no_request,I can't shake this feeling of despair.,I can't shake this feeling of despair.,KEPT_exact_match,KEPT
clearly_sad,no_request,I feel like I've lost a part of myself.,I feel like I've lost a part of myself.,KEPT_exact_match,KEPT
clearly_sad,no_request,I am so profoundly sad.,I am so profoundly sad.,KEPT_exact_match,KEPT
clearly_sad,no_request,I feel so misunderstood in my sorrow.,I feel so misunderstood in my sorrow.,KEPT_exact_match,KEPT
clearly_sad,no_request,This rejection has hit me harder than I expected.,This rejection has hit me harder than I expected.,KEPT_exact_match,KEPT
clearly_sad,no_request,I'm surrounded by people but feel so alone.,I'm surrounded by people but feel so alone.,KEPT_exact_match,KEPT
clearly_sad,no_request,I just don't have the strength to fight this sadness.,I just don't have the strength to fight this sadness.,KEPT_exact_match,REMOVED
clearly_sad,no_request,My heart aches with this loss.,My heart aches with this loss.,KEPT_exact_match,KEPT
clearly_sad,no_request,I feel like the light has gone out of my life.,I feel like the light has gone out of my life.,KEPT_exact_match,KEPT
clearly_sad,no_request,I'm so weary of this pain.,I'm so weary of this pain.,KEPT_exact_match,KEPT
clearly_sad,no_request,I just want to be left alone with my grief.,I just want to be left alone with my grief.,KEPT_exact_match,KEPT
